Team_ID,Team_Composition,Total_Loss_Count
667,"Pig, Cricket, Beaver",440287
693,"Pig, Mosquito, Ant",441806
586,"Otter, Cricket, Beaver",441879
155,"Beaver, Pig, Cricket",442393
371,"Horse, Mosquito, Cricket",446235
573,"Otter, Ant, Mouse",447500
418,"Mosquito, Beaver, Horse",447769
153,"Beaver, Pig, Ant",448786
475,"Mosquito, Otter, Otter",449189
322,"Fish, Pig, Otter",451140
80,"Ant, Pig, Pig",452957
145,"Beaver, Otter, Beaver",458086
602,"Otter, Fish, Pig",458362
267,"Fish, Cricket, Mouse",458515
114,"Beaver, Fish, Mouse",458997
476,"Mosquito, Otter, Pig",460448
665,"Pig, Beaver, Pig",463892
226,"Cricket, Otter, Beaver",464812
659,"Pig, Beaver, Cricket",465831
620,"Otter, Mosquito, Pig",470450
657,"Pig, Beaver, Ant",471718
642,"Otter, Pig, Fish",473540
287,"Fish, Horse, Pig",474867
509,"Mouse, Cricket, Mosquito",475234
103,"Beaver, Cricket, Horse",476462
633,"Otter, Otter, Fish",477250
297,"Fish, Mouse, Ant",480787
161,"Beaver, Pig, Pig",484086
175,"Cricket, Beaver, Horse",485250
532,"Mouse, Mosquito, Beaver",486311
221,"Cricket, Mouse, Mosquito",486484
310,"Fish, Otter, Horse",486980
138,"Beaver, Mouse, Fish",487953
460,"Mosquito, Mouse, Beaver",489613
644,"Otter, Pig, Mosquito",489621
258,"Fish, Beaver, Mouse",491631
507,"Mouse, Cricket, Fish",494026
721,"Pig, Pig, Beaver",494306
701,"Pig, Mosquito, Pig",498255
601,"Otter, Fish, Otter",498889
441,"Mosquito, Horse, Ant",499129
106,"Beaver, Cricket, Otter",502180
485,"Mosquito, Pig, Pig",502649
461,"Mosquito, Mouse, Cricket",503455
619,"Otter, Mosquito, Otter",504261
94,"Beaver, Beaver, Horse",504563
429,"Mosquito, Cricket, Mouse",505408
146,"Beaver, Otter, Cricket",507449
369,"Horse, Mosquito, Ant",508204
679,"Pig, Fish, Horse",510228
140,"Beaver, Mouse, Mosquito",510482
62,"Ant, Mouse, Pig",511780
358,"Horse, Fish, Otter",511997
716,"Pig, Otter, Mosquito",513387
656,"Pig, Ant, Pig",513451
343,"Horse, Cricket, Beaver",513607
714,"Pig, Otter, Fish",519653
687,"Pig, Horse, Fish",519714
188,"Cricket, Cricket, Pig",520819
484,"Mosquito, Pig, Otter",522297
219,"Cricket, Mouse, Fish",524647
700,"Pig, Mosquito, Otter",526510
286,"Fish, Horse, Otter",529968
227,"Cricket, Otter, Cricket",532728
200,"Cricket, Horse, Cricket",536173
587,"Otter, Cricket, Cricket",536532
132,"Beaver, Mosquito, Mouse",536825
44,"Ant, Horse, Pig",538853
606,"Otter, Horse, Fish",546759
725,"Pig, Pig, Mosquito",552673
392,"Horse, Otter, Mosquito",553732
319,"Fish, Pig, Horse",554139
608,"Otter, Horse, Mosquito",555106
390,"Horse, Otter, Fish",555502
668,"Pig, Cricket, Cricket",557016
187,"Cricket, Cricket, Otter",557476
515,"Mouse, Fish, Cricket",558468
652,"Pig, Ant, Horse",558710
420,"Mosquito, Beaver, Mouse",559008
195,"Cricket, Fish, Mouse",560894
640,"Otter, Pig, Beaver",561175
472,"Mosquito, Otter, Horse",561243
500,"Mouse, Beaver, Mosquito",562834
498,"Mouse, Beaver, Fish",566783
119,"Beaver, Horse, Cricket",568471
585,"Otter, Cricket, Ant",569095
144,"Beaver, Otter, Ant",572557
198,"Cricket, Horse, Ant",576803
533,"Mouse, Mosquito, Cricket",577914
213,"Cricket, Mosquito, Mouse",578541
459,"Mosquito, Mouse, Ant",579863
399,"Horse, Pig, Fish",581581
377,"Horse, Mosquito, Pig",581626
225,"Cricket, Otter, Ant",582427
575,"Otter, Ant, Pig",583285
60,"Ant, Mouse, Mouse",584424
78,"Ant, Pig, Mouse",588372
76,"Ant, Pig, Horse",588477
448,"Mosquito, Horse, Otter",589108
58,"Ant, Mouse, Horse",590542
513,"Mouse, Fish, Ant",591408
152,"Beaver, Otter, Pig",591659
335,"Horse, Beaver, Cricket",592546
376,"Horse, Mosquito, Otter",595445
598,"Otter, Fish, Horse",596812
666,"Pig, Cricket, Ant",598279
304,"Fish, Mouse, Otter",602637
333,"Horse, Beaver, Ant",604882
492,"Mouse, Ant, Mouse",605244
178,"Cricket, Beaver, Otter",608559
117,"Beaver, Horse, Ant",611721
578,"Otter, Beaver, Cricket",612191
312,"Fish, Otter, Mouse",612332
626,"Otter, Mouse, Mosquito",612615
631,"Otter, Otter, Beaver",613657
576,"Otter, Beaver, Ant",615333
616,"Otter, Mosquito, Horse",615694
236,"Cricket, Pig, Cricket",615773
305,"Fish, Mouse, Pig",616277
341,"Horse, Beaver, Pig",619005
449,"Mosquito, Horse, Pig",620047
332,"Horse, Ant, Pig",620181
571,"Otter, Ant, Horse",620618
584,"Otter, Beaver, Pig",621312
531,"Mouse, Mosquito, Ant",622481
554,"Mouse, Otter, Mosquito",626457
344,"Horse, Cricket, Cricket",627150
234,"Cricket, Pig, Ant",628835
355,"Horse, Fish, Horse",633089
589,"Otter, Cricket, Horse",633315
521,"Mouse, Fish, Pig",634507
624,"Otter, Mouse, Fish",637608
160,"Beaver, Pig, Otter",638102
42,"Ant, Horse, Mouse",639953
474,"Mosquito, Otter, Mouse",643429
233,"Cricket, Otter, Pig",645021
689,"Pig, Horse, Mosquito",651387
505,"Mouse, Cricket, Beaver",651915
466,"Mosquito, Mouse, Otter",652705
136,"Beaver, Mouse, Beaver",655373
697,"Pig, Mosquito, Horse",656136
401,"Horse, Pig, Mosquito",656718
496,"Mouse, Beaver, Beaver",656861
664,"Pig, Beaver, Otter",658662
674,"Pig, Cricket, Pig",658905
712,"Pig, Otter, Beaver",660776
328,"Horse, Ant, Horse",661636
481,"Mosquito, Pig, Horse",661739
151,"Beaver, Otter, Otter",661872
206,"Cricket, Horse, Pig",662451
593,"Otter, Cricket, Pig",666745
552,"Mouse, Otter, Fish",668858
40,"Ant, Horse, Horse",669922
283,"Fish, Horse, Horse",670676
342,"Horse, Cricket, Ant",673184
242,"Cricket, Pig, Pig",673911
685,"Pig, Horse, Beaver",675385
363,"Horse, Horse, Fish",675584
705,"Pig, Mouse, Fish",675918
670,"Pig, Cricket, Horse",682226
604,"Otter, Horse, Beaver",683008
539,"Mouse, Mosquito, Pig",684388
681,"Pig, Fish, Mouse",686528
229,"Cricket, Otter, Horse",688931
592,"Otter, Cricket, Otter",689057
217,"Cricket, Mouse, Beaver",689577
232,"Cricket, Otter, Otter",690277
397,"Horse, Pig, Beaver",696016
632,"Otter, Otter, Cricket",696071
125,"Beaver, Horse, Pig",702761
467,"Mosquito, Mouse, Pig",703228
137,"Beaver, Mouse, Cricket",704452
520,"Mouse, Fish, Otter",707915
205,"Cricket, Horse, Otter",714870
722,"Pig, Pig, Cricket",716406
96,"Beaver, Beaver, Mouse",716643
673,"Pig, Cricket, Otter",716753
707,"Pig, Mouse, Mosquito",717178
538,"Mouse, Mosquito, Otter",717893
713,"Pig, Otter, Cricket",718059
388,"Horse, Otter, Beaver",723553
238,"Cricket, Pig, Horse",724303
720,"Pig, Pig, Ant",725863
600,"Otter, Fish, Mouse",730625
301,"Fish, Mouse, Horse",733771
618,"Otter, Mosquito, Mouse",733806
381,"Horse, Mouse, Fish",734556
373,"Horse, Mosquito, Horse",738369
630,"Otter, Otter, Ant",742561
105,"Beaver, Cricket, Mouse",742684
321,"Fish, Pig, Mouse",743564
365,"Horse, Horse, Mosquito",744684
157,"Beaver, Pig, Horse",746219
346,"Horse, Cricket, Horse",748779
661,"Pig, Beaver, Horse",748959
124,"Beaver, Horse, Otter",756384
148,"Beaver, Otter, Horse",757504
445,"Mosquito, Horse, Horse",758938
506,"Mouse, Cricket, Cricket",761046
699,"Pig, Mosquito, Mouse",761765
583,"Otter, Beaver, Otter",762487
135,"Beaver, Mouse, Ant",763217
483,"Mosquito, Pig, Mouse",764535
641,"Otter, Pig, Cricket",765231
494,"Mouse, Ant, Pig",766094
350,"Horse, Cricket, Pig",767246
383,"Horse, Mouse, Mosquito",768274
563,"Mouse, Pig, Mosquito",770389
728,"Pig, Pig, Pig",773947
639,"Otter, Pig, Ant",776974
340,"Horse, Beaver, Otter",777041
218,"Cricket, Mouse, Cricket",778810
389,"Horse, Otter, Cricket",784880
490,"Mouse, Ant, Horse",790863
561,"Mouse, Pig, Fish",791909
711,"Pig, Otter, Ant",794245
349,"Horse, Cricket, Otter",795289
186,"Cricket, Cricket, Mouse",796687
504,"Mouse, Cricket, Ant",799263
202,"Cricket, Horse, Horse",800295
463,"Mosquito, Mouse, Horse",806193
357,"Horse, Fish, Mouse",811670
638,"Otter, Otter, Pig",812578
241,"Cricket, Pig, Otter",814440
517,"Mouse, Fish, Horse",816111
525,"Mouse, Horse, Fish",818571
285,"Fish, Horse, Mouse",819527
497,"Mouse, Beaver, Cricket",822165
622,"Otter, Mouse, Beaver",822710
527,"Mouse, Horse, Mosquito",824936
216,"Cricket, Mouse, Ant",827741
495,"Mouse, Beaver, Ant",828140
647,"Otter, Pig, Pig",830148
580,"Otter, Beaver, Horse",835201
447,"Mosquito, Horse, Mouse",837751
361,"Horse, Horse, Beaver",837786
637,"Otter, Otter, Otter",842258
535,"Mouse, Mosquito, Horse",842383
543,"Mouse, Mouse, Fish",842392
719,"Pig, Otter, Pig",842455
375,"Horse, Mosquito, Mouse",843910
686,"Pig, Horse, Cricket",844706
550,"Mouse, Otter, Beaver",845807
303,"Fish, Mouse, Mouse",846411
545,"Mouse, Mouse, Mosquito",848976
605,"Otter, Horse, Cricket",849912
387,"Horse, Otter, Ant",855687
508,"Mouse, Cricket, Horse",857514
503,"Mouse, Beaver, Pig",868443
142,"Beaver, Mouse, Otter",868696
465,"Mosquito, Mouse, Mouse",873650
337,"Horse, Beaver, Horse",874727
703,"Pig, Mouse, Beaver",876863
150,"Beaver, Otter, Mouse",882475
177,"Cricket, Beaver, Mouse",882803
603,"Otter, Horse, Ant",883442
684,"Pig, Horse, Ant",888529
718,"Pig, Otter, Otter",889688
121,"Beaver, Horse, Horse",897721
398,"Horse, Pig, Cricket",899917
512,"Mouse, Cricket, Pig",907665
511,"Mouse, Cricket, Otter",908105
143,"Beaver, Mouse, Pig",909314
220,"Cricket, Mouse, Horse",910735
727,"Pig, Pig, Otter",911510
559,"Mouse, Pig, Beaver",912219
396,"Horse, Pig, Ant",913727
623,"Otter, Mouse, Cricket",918320
224,"Cricket, Mouse, Pig",925480
551,"Mouse, Otter, Cricket",929322
591,"Otter, Cricket, Mouse",929901
231,"Cricket, Otter, Mouse",930716
646,"Otter, Pig, Otter",935332
223,"Cricket, Mouse, Otter",936863
704,"Pig, Mouse, Cricket",941126
379,"Horse, Mouse, Beaver",941986
395,"Horse, Otter, Pig",943580
159,"Beaver, Pig, Mouse",946839
537,"Mouse, Mosquito, Mouse",948642
502,"Mouse, Beaver, Otter",950773
634,"Otter, Otter, Horse",952787
394,"Horse, Otter, Otter",959781
621,"Otter, Mouse, Ant",964244
611,"Otter, Horse, Pig",967148
663,"Pig, Beaver, Mouse",968992
404,"Horse, Pig, Pig",969989
519,"Mouse, Fish, Mouse",970949
523,"Mouse, Horse, Beaver",971269
672,"Pig, Cricket, Mouse",979633
204,"Cricket, Horse, Mouse",981069
549,"Mouse, Otter, Ant",982202
692,"Pig, Horse, Pig",991119
702,"Pig, Mouse, Ant",998991
139,"Beaver, Mouse, Horse",1000546
362,"Horse, Horse, Cricket",1000766
582,"Otter, Beaver, Mouse",1003547
610,"Otter, Horse, Otter",1010074
715,"Pig, Otter, Horse",1015614
123,"Beaver, Horse, Mouse",1018614
380,"Horse, Mouse, Cricket",1021094
691,"Pig, Horse, Otter",1024404
724,"Pig, Pig, Horse",1030081
499,"Mouse, Beaver, Horse",1035932
360,"Horse, Horse, Ant",1038063
541,"Mouse, Mouse, Beaver",1041902
643,"Otter, Pig, Horse",1042246
348,"Horse, Cricket, Mouse",1047538
403,"Horse, Pig, Otter",1055681
628,"Otter, Mouse, Otter",1056320
636,"Otter, Otter, Mouse",1056643
339,"Horse, Beaver, Mouse",1062778
556,"Mouse, Otter, Otter",1066074
378,"Horse, Mouse, Ant",1067726
560,"Mouse, Pig, Cricket",1067834
629,"Otter, Mouse, Pig",1068995
557,"Mouse, Otter, Pig",1072919
558,"Mouse, Pig, Ant",1076313
141,"Beaver, Mouse, Mouse",1079797
391,"Horse, Otter, Horse",1092395
240,"Cricket, Pig, Mouse",1105474
709,"Pig, Mouse, Otter",1109847
524,"Mouse, Horse, Cricket",1114445
542,"Mouse, Mouse, Cricket",1116660
717,"Pig, Otter, Mouse",1123516
368,"Horse, Horse, Pig",1130884
607,"Otter, Horse, Horse",1132300
510,"Mouse, Cricket, Mouse",1133222
522,"Mouse, Horse, Ant",1136301
367,"Horse, Horse, Otter",1140566
566,"Mouse, Pig, Pig",1145248
540,"Mouse, Mouse, Ant",1150892
710,"Pig, Mouse, Pig",1155045
400,"Horse, Pig, Horse",1157984
222,"Cricket, Mouse, Mouse",1160741
565,"Mouse, Pig, Otter",1167262
385,"Horse, Mouse, Otter",1167382
625,"Otter, Mouse, Horse",1171426
688,"Pig, Horse, Horse",1176068
553,"Mouse, Otter, Horse",1179941
393,"Horse, Otter, Mouse",1180683
645,"Otter, Pig, Mouse",1184920
501,"Mouse, Beaver, Mouse",1185431
726,"Pig, Pig, Mouse",1194248
529,"Mouse, Horse, Otter",1212063
386,"Horse, Mouse, Pig",1213596
547,"Mouse, Mouse, Otter",1223402
609,"Otter, Horse, Mouse",1225541
530,"Mouse, Horse, Pig",1231983
627,"Otter, Mouse, Mouse",1243193
706,"Pig, Mouse, Horse",1249365
562,"Mouse, Pig, Horse",1251285
555,"Mouse, Otter, Mouse",1253411
690,"Pig, Horse, Mouse",1258700
364,"Horse, Horse, Horse",1263969
402,"Horse, Pig, Mouse",1273019
548,"Mouse, Mouse, Pig",1282544
382,"Horse, Mouse, Horse",1292036
708,"Pig, Mouse, Mouse",1298680
526,"Mouse, Horse, Horse",1313847
366,"Horse, Horse, Mouse",1321456
384,"Horse, Mouse, Mouse",1330694
544,"Mouse, Mouse, Horse",1330698
564,"Mouse, Pig, Mouse",1335995
528,"Mouse, Horse, Mouse",1359958
546,"Mouse, Mouse, Mouse",1364000
